FirstName;LastName;Post;Course;Group
Широнин;Владимир;Academic;4;405
Деменкова;Лариса;Academic;4;405
Колотушкина;Татьяна;Academic;4;406
Мысляева;Ольга;Academic;4;406
Макаркина;Анфиса;Academic;4;406
Гачева;Ирина;Academic;4;406
Эристова;Анисья;Lecturer;2;202
Носатенко;Гавриил;Student;1;101
Сытников;Прокофий;Dean;5;507
Яркина;Юнона;Dean;5;508
Рудникова;Ника;Student;1;101
Яромеева;Татьяна;Lecturer;2;201
Нырко;Дина;Student;1;101
Шульдешов;Андриян;Lecturer;2;202
Конаков;Евсей;Student;1;100
Ясырев;Ипполит;Dean;5;508
Стрельникова;Кристина;Dean;5;507
Калнберзин;Осип;Professor;3;304
Слатин;Афанасий;Academic;4;405
Фомина;Ираида;Academic;4;405
Логвинова;Наталья;Professor;3;304
Ябурова;Нона;Dean;5;508
Чюличков;Евстигней;Student;1;101
Климцова;Ефросиния;Lecturer;2;203
Глебова;Евгения;Professor;3;303
Шурдука;Элеонора;Dean;5;507
Бухаров;Всеслав;Professor;3;304
Няшина;Людмила;Student;1;100
Рыжкова;Розалия;Academic;4;406
Терещенко;Андрей;Lecturer;2;202
Степихова;Мирослава;Student;1;100
Кашарина;Аза;Professor;3;304
Курневича;Нона;Professor;3;304
Лясин;Владилен;Lecturer;2;202
Менде;Вера;Student;1;101
Комарова;Виктория;Lecturer;2;202
Проскура;Доминика;Academic;4;406
Цуринов;Модест;Lecturer;2;202
Лаптев;Пахом;Academic;4;406
Утёсов;Мир;Dean;5;508
Брагин;Егор;Student;1;100
Кузькина;Вероника;Dean;5;508
Чюличков;Прокл;Academic;4;406
Бодрова;Полина;Dean;5;508
Бузинский;Артем;Student;1;100
Степанов;Капитон;Academic;4;406
Брежнева;Ксения;Professor;3;305
Янушковский;Глеб;Dean;5;507
Ухов;Валерьян;Academic;4;406
Буданов;Илья;Professor;3;304
Мамонова;Фаина;Student;1;101
Палюлин;Карл;Lecturer;2;203
Ельченко;Владилен;Dean;5;508
Сизый;Антип;Professor;3;304
Стеблева;Евгения;Lecturer;2;203
Эрдниева;Оксана;Academic;4;406
Бендлина;Ярослава;Professor;3;303
Кутлыева;Берта;Lecturer;2;203
Трухина;Яна;Lecturer;2;202
Язин;Онуфрий;Dean;5;507
Комбаров;Поликарп;Lecturer;2;202
Водоватов;Лавр;Student;1;101
Бранта;Вероника;Professor;3;303
Балабанов;Евграф;Professor;3;305
Муравьев;Ипполит;Dean;5;508
Счастливцев;Мирослав;Academic;4;406
Сусляков;Прокофий;Academic;4;406
Бореев;Самуил;Dean;5;507
Сайбаталова;Римма;Student;1;101
Дубинкина;Елизавета;Dean;5;507
Минкин;Фока;Lecturer;2;201
Шушалева;Владислава;Academic;4;405
Федченкова;Клара;Academic;4;406
Романов;Егор;Academic;4;406
Сулимова;Ярослава;Professor;3;305
Двойнева;Розалия;Professor;3;304
Чекмарёва;Ангелина;Lecturer;2;201
Гущин;Борислав;Lecturer;2;202
Ермолин;Алексей;Lecturer;2;203
Ермушина;Рада;Academic;4;406
Гречко;Алиса;Lecturer;2;202
Друганина;Мирослава;Academic;4;405
Чилаев;Емельян;Lecturer;2;202
Базин;Герман;Lecturer;2;201
Чалый;Любава;Student;1;100
Брынскиха;Наталья;Academic;4;405
Перевалов;Андрей;Professor;3;304
Каменев;Феофан;Dean;5;508
Кравец;Ярослав;Dean;5;507
Пярин;Евгений;Lecturer;2;203
Индик;Максим;Dean;5;507
Ли;Степан;Lecturer;2;203
Кравчикова;Яна;Dean;5;508
Пашков;Филипп;Dean;5;507
Помелова;Эмма;Academic;4;405
Кокорин;Адриан;Dean;5;508
Сапогова;Людмила;Professor;3;305
Соловаьева;Кристина;Student;1;101
Курдина;Агафья;Dean;5;508
Раскатов;Фадей;Lecturer;2;202
Качаева;Лидия;Dean;5;508
Висенина;Юнона;Academic;4;406
Кулика;Яна;Academic;4;406
Михальченкова;Евдокия;Dean;5;508
Яхлаков;Платон;Lecturer;2;202
Кузьмова;Кира;Professor;3;304
Яблочкин;Наум;Academic;4;406
Спанов;Кир;Lecturer;2;202
Базин;Руслан;Dean;5;508
Комиссарова;Людмила;Dean;5;507
Евсеева;Мария;Professor;3;304
Огурцов;Гаврила;Student;1;101
Кудрин;Валентин;Student;1;100
Филин;Арсений;Professor;3;305
Матвеева;Изольда;Professor;3;305
Меркушева;Любовь;Academic;4;406
Ядова;Злата;Dean;5;508
Еромеева;Юлия;Student;1;101
Жилина;Диана;Professor;3;304
Грибакин;Герасим;Lecturer;2;202
Давыдкин;Кондрат;Lecturer;2;202
Бельтюков;Богдан;Academic;4;407
Шамякина;Фаина;Dean;5;508
Кручинина;Изольда;Academic;4;407
Глазкова;Полина;Student;1;100
Белозерцева;Виктория;Dean;5;507
Бушуев;Сергей;Academic;4;406
Бялик;Сократ;Dean;5;507
Тюрина;Анисья;Student;1;100
Клима;Изольда;Academic;4;405
Чапаев;Валерьян;Dean;5;508
Токмакова;Инна;Student;1;100
Эпингера;Христина;Lecturer;2;202
Курганов;Федот;Student;1;100
Блаженова;Ярослава;Academic;4;406
Пишенина;Лидия;Academic;4;405
Искрицкий;Потап;Dean;5;508
Дульцев;Никита;Lecturer;2;203
Лагранский;Адам;Dean;5;508
Абросимова;Любовь;Professor;3;305
Домышева;Ираида;Dean;5;508
Кулигин;Петр;Lecturer;2;202
Смолина;Агния;Student;1;100
Данилов;Марк;Student;1;100
Баринова;Аза;Dean;5;507
Сюкосева;Розалия;Academic;4;406
Кругликова;Евгения;Lecturer;2;202
Хемлин;Богдан;Lecturer;2;203
Бажанова;Лиана;Lecturer;2;202
Воликова;Ираида;Dean;5;508
Улицкий;Адриан;Student;1;100
Головкина;Пелагея;Lecturer;2;203
Жернаков;Капитон;Academic;4;406
Мухина;Ираида;Academic;4;406
Саянкова;﻿Агата;Student;1;100
Гайдученко;Евсей;Student;1;101
Александрова;Эмма;Academic;4;406
Лебедкова;Василиса;Dean;5;508
Цур-Милен;Александр;Dean;5;507
Кириленко;Антип;Professor;3;303
Якунчиков;Артём;Dean;5;507
Кобзева;Полина;Dean;5;507
Закиров;Тимофей;Student;1;101
Федорова;Зоя;Lecturer;2;202
Загидуллин;Кир;Dean;5;508
Ярин;Федор;Professor;3;304
Шелыгина;Дарья;Dean;5;507
Слепцова;Алиса;Dean;5;508
Лихачев;Захар;Dean;5;507
Абоймова;Алиса;Dean;5;508
Акинфеев;Алексей;Academic;4;406
Яглинцев;Вячеслав;Professor;3;304
Мирсиянов;Венедикт;Lecturer;2;202
Кустова;Ева;Dean;5;507
Сьянова;Ефросиния;Lecturer;2;203
Яндиева;﻿Агата;Dean;5;508
Левкин;Клавдий;Academic;4;406
Нечаева;Яна;Dean;5;508
Пищикова;Анастасия;Dean;5;508
Козарь;Бронислава;Lecturer;2;203
Кочерёжкина;Ярослава;Professor;3;304
Язвецов;Валентин;Lecturer;2;203
Чувикова;Фадей;Professor;3;304
Шадрин;Агап;Student;1;101
Богатырева;Елена;Academic;4;405
Коновалов;Никифор;Professor;3;305
Рябков;Клавдий;Lecturer;2;203
Терехова;Мария;Professor;3;305
Разуваева;Инна;Student;1;100
Кабаева;Лиана;Professor;3;304
Кизюрина;Антонина;Dean;5;508
Грызунов;Юрий;Student;1;100
Будников;Дементий;Professor;3;304
Вятт;Станислав;Professor;3;304
Беляева;Диана;Academic;4;406
Окладникова;Марфа;Student;1;100
Золотухин;Владимир;Student;1;101
Камалов;Всеслав;Academic;4;406
Францев;Роман;Student;1;101
Аюшиева;Влада;Lecturer;2;202
Погребнова;Элеонора;Dean;5;507
Фененко;Екатерина;Lecturer;2;203
Алехин;Тимур;Professor;3;304
Тупицын;Трофим;Lecturer;2;203
Бугаев;Лукьян;Student;1;101
Швецова;Стела;Professor;3;304
Вихорева;Галина;Student;1;101
Листунова;Екатерина;Dean;5;507
Шапиро;Владислава;Lecturer;2;203
Демченко;Мирослав;Student;1;100
Лунина;Роза;Professor;3;303
Хабибов;Порфирий;Academic;4;406
Базин;Ефрем;Dean;5;508
Курышина;Ариадна;Professor;3;304
Осипова;Евгения;Dean;5;507
Ячменев;Емельян;Professor;3;304
Рябкин;Дементий;Lecturer;2;203
Аронова;Ирина;Dean;5;508
Аргамакова;Валентина;Academic;4;405
Васин;Владислав;Lecturer;2;203
Котяш;Назар;Student;1;101
Капустин;Марк;Lecturer;2;202
Сизов;Моисей;Dean;5;508
Горностаева;Светлана;Lecturer;2;202
Винокурова;Галина;Student;1;100
Кариев;Никифор;Academic;4;406
Козлитина;Зинаида;Student;1;100
Полевщикова;Екатерина;Academic;4;406
Шибалкина;Марфа;Student;1;101
Халимдаров;Модест;Lecturer;2;202
Малкина;Аза;Dean;5;507
Рязанова;Евдокия;Student;1;100
Кальченко;Бронислав;Dean;5;507
Блока;Анфиса;Academic;4;405
Яговенко;Фаина;Professor;3;304
Карантиров;Пахом;Student;1;101
Гориславский;Егор;Dean;5;507
Куваев;Анатолий;Student;1;101
Меликова;Агафья;Student;1;100
Горемыкина;Юнона;Student;1;101
Карчагина;Всеслава;Professor;3;303
Наумова;Ангелина;Professor;3;304
Бурякова;Евгения;Lecturer;2;202
Курдиков;Алексей;Dean;5;508
Теребов;Пимен;Student;1;101
Мигунова;Наталья;Student;1;101
Сериков;﻿Август;Student;1;100
Лягушов;Евграф;Dean;5;508
Нестеров;Андрей;Academic;4;405
Каде;Юнона;Lecturer;2;202
Рыжова;Всеслава;Academic;4;406
Сухиха;Светлана;Student;1;101
Щурова;Агафья;Student;1;101
Собаков;Ростислав;Academic;4;407
Беломестный;Виктор;Student;1;101
Евсеева;Доминика;Academic;4;405
Чечуров;Вениамин;Professor;3;303
Константинов;Эдуард;Lecturer;2;201
Жикина;Екатерина;Lecturer;2;203
Ситников;Ян;Professor;3;303
Денисова;Ульяна;Professor;3;303
Ковалёв;Константин;Professor;3;303
Васнецова;Людмила;Academic;4;406
Дежнёв;Кир;Student;1;100
Кирдань;Самсон;Lecturer;2;202
Зорина;Екатерина;Lecturer;2;203
Путинова;Инна;Dean;5;507
Сеченов;Филимон;Lecturer;2;202
Ярыкина;Жанна;Student;1;100
Буданов;Платон;Academic;4;406
Волобуев;Аркадий;Academic;4;405
Яшагин;Емельян;Lecturer;2;202
Юренев;Иосиф;Dean;5;508
Масмехова;Ульяна;Professor;3;303
Гришко;Бронислав;Dean;5;508
Авдиенко;Савелий;Academic;4;405
Рошета;Елизавета;Student;1;100
Катаев;Моисей;Student;1;100
Шихранов;Леонид;Student;1;101
Дернов;Платон;Dean;5;507
Енотина;Юлия;Academic;4;405
Рассказов;Ким;Student;1;101
Хлебов;Виссарион;Student;1;100
Сидорова;Любовь;Dean;5;507
Перевалова;Пелагея;Professor;3;304
Бабина;Анастасия;Academic;4;405
Иноземцева;Нина;Dean;5;508
Гунин;Адриан;Student;1;100
Арданкина;Кира;Professor;3;304
Суботина;Юлия;Dean;5;507
Этуша;Светлана;Academic;4;406
Гуляев;Леонид;Academic;4;405
Оленева;Ярослава;Academic;4;407
Павленко;Евграф;Academic;4;405
Ельчуков;Елизар;Academic;4;407
Крутелева;Мария;Student;1;100
Краснокутский;Виссарион;Dean;5;507
Бойдало;Лаврентий;Student;1;101
Казьмин;Нестор;Academic;4;405
Барышникова;Инна;Academic;4;406
Губанова;Ирина;Lecturer;2;202
Левтев;Юрий;Dean;5;507
Тетерина;Ираида;Dean;5;507
Дульцева;Лидия;Dean;5;508
Веретёнова;Нона;Academic;4;406
Якунова;Галина;Professor;3;304
Курдина;Ульяна;Lecturer;2;202
Самошина;Валерия;Academic;4;406
Голубовский;Владилен;Dean;5;507
Кошечкин;Виссарион;Professor;3;304
Трухин;Виссарион;Academic;4;405
Шибалкин;Игорь;Professor;3;303
Перфильева;Анастасия;Student;1;100
Машир;Моисей;Professor;3;304
Седыха;Марфа;Academic;4;407
Куделькин;Эрнест;Lecturer;2;202
Муравьёв;Вениамин;Lecturer;2;203
Бакрылова;Регина;Dean;5;507
Райков;Иван;Professor;3;305
Деменкова;Кира;Academic;4;405
Журавлева;Изольда;Professor;3;304
Жилин;Леонид;Dean;5;507
Ясавеев;Казимир;Academic;4;407
Усов;Венедикт;Student;1;101
Туржанский;Ян;Student;1;100
Ястребенецкий;Ефрем;Dean;5;508
Бутиков;Давид;Professor;3;304
Ягунова;Агафья;Lecturer;2;202
Дёшин;Денис;Academic;4;405
Кожухова;Оксана;Dean;5;507
Кирдань;Аким;Dean;5;507
Ручкина;Элеонора;Dean;5;507
Беломестнова;Анна;Lecturer;2;203
Карпюка;Марина;Lecturer;2;203
Ярушин;Лаврентий;Professor;3;304
Морякова;Ксения;Academic;4;407
Форофонтов;Матвей;Lecturer;2;202
Нуряев;Фадей;Student;1;101
Бебчук;Тимофей;Student;1;101
Морякова;Лариса;Student;1;100
Касатый;Кирилл;Lecturer;2;203
Кичеева;Рада;Lecturer;2;201
Яганов;Потап;Student;1;101
Квартин;Назар;Dean;5;508
Букавицкий;Даниил;Lecturer;2;202
Мухоморов;Юрий;Lecturer;2;202
Кузьмина;Ника;Professor;3;305
Дасаев;Матвей;Lecturer;2;202
Якимычева;Оксана;Dean;5;507
Каипов;Валерий;Professor;3;304
Богоносцев;Моисей;Academic;4;406
Кобелева;Оксана;Dean;5;508
Хаслик;Евстигней;Professor;3;305
Берёзкина;Галина;Dean;5;508
Чернобровин;Геннадий;Lecturer;2;202
Ильясова;Евгения;Professor;3;304
Буклин;Рубен;Student;1;100
Чечёткин;Прокофий;Academic;4;406
Бельтюкова;Анастасия;Dean;5;508
Каширина;Марианна;Academic;4;406
Ткач;Владимир;Dean;5;508
Дудко;Клавдий;Dean;5;508
Ёжиков;﻿Август;Student;1;100
Кирпа;Наталия;Student;1;100
Рассказов;Глеб;Academic;4;405
Шеншина;Ирина;Academic;4;406
Ярошинский;Евдоким;Student;1;100
Чюличков;Михаил;Academic;4;406
Лелуха;Изольда;Student;1;100
Мяукин;Бронислав;Dean;5;508
Лебедева;Ариадна;Student;1;100
Пузакова;Мария;Student;1;101
Доронина;Александра;Academic;4;405
Кратенко;Венедикт;Professor;3;304
Бендлина;Варвара;Lecturer;2;202
Форопонов;Виталий;Lecturer;2;202
Уицкий;Степан;Academic;4;405
Клюев;Ростислав;Dean;5;507
Яковленко;Эрнст;Dean;5;508
Чиркаш;Андрон;Academic;4;406
Никулина;Доминика;Professor;3;303
Ясько;Анна;Lecturer;2;202
Паулкин;Нестор;Professor;3;304
Эйлер;Ираклий;Student;1;101
Харитонов;Станислав;Student;1;101
Шипицина;Нина;Dean;5;507
Яробкин;Самсон;Lecturer;2;202
Бебчука;Полина;Lecturer;2;203
Ромазанов;Кондратий;Student;1;101
Нырцева;Эвелина;Student;1;100
Шихина;Галина;Academic;4;406
Дагина;Эвелина;Professor;3;304
Лимонов;Ипполит;Lecturer;2;202
Александрович;Виталий;Professor;3;304
Обухов;Ефрем;Student;1;101
Коврова;Маргарита;Professor;3;303
Яшихин;Лука;Student;1;101
Перевалова;Наталия;Student;1;101
Круглова;Стела;Lecturer;2;202
Абоимова;Антонина;Professor;3;304
Кидирбаев;Фома;Lecturer;2;202
Кариева;Бронислава;Dean;5;507
Ковалёва;Инга;Lecturer;2;202
Охрема;Галина;Dean;5;507
Щередина;Алина;Professor;3;303
Печкин;Максим;Professor;3;304
Тарасова;Светлана;Lecturer;2;202
Блатова;Виктория;Student;1;100
Чупалов;Якуб;Academic;4;406
Щередина;Яна;Student;1;100
Коваль;Марина;Dean;5;507
Лассмана;Алиса;Lecturer;2;201
Петракова;Ефросинья;Academic;4;407
Колпаков;Юлиан;Lecturer;2;201
Гудкова;Людмила;Lecturer;2;202
Кольцов;Даниил;Academic;4;406
Астанков;Адриан;Professor;3;304
Бабанов;Александр;Dean;5;508
Кубышкин;Андрон;Dean;5;507
Званцева;Оксана;Academic;4;406
Шверника;Кристина;Professor;3;303
Никоненко;Зинаида;Academic;4;405
Лившица;Владислава;Professor;3;305
Ильин;Эдуард;Student;1;100
Шалимов;Владимир;Lecturer;2;201
Цызырева;Маргарита;Professor;3;304
Ильина;Фаина;Dean;5;508
Характерова;Галина;Student;1;101
Янечко;Никон;Lecturer;2;202
Райта;Владислава;Dean;5;507
Чечуров;Мефодий;Student;1;101
Никитенко;Оксана;Professor;3;304
Колбенев;Павел;Professor;3;304
Лихачева;Варвара;Lecturer;2;203
Давыдов;Терентий;Professor;3;303
Хромов;Артемий;Professor;3;304
Завражный;Артемий;Dean;5;508
Ханыкова;Светлана;Academic;4;405
Захарьин;Виссарион;Academic;4;406
Кусков;Владилен;Academic;4;405
Ярмоненко;Станислав;Professor;3;305
Шумилова;Любовь;Lecturer;2;201
Базарова;Нона;Academic;4;405
Цейдлица;Стела;Student;1;101
Малинина;Жанна;Student;1;101
Ратаев;Иннокентий;Professor;3;305
Бобра;Инна;Academic;4;406
Юрьев;Феофан;Student;1;100
Силиванова;Тамара;Student;1;101
Веденин;Архип;Lecturer;2;203
Ярыкина;Регина;Dean;5;508
Тимиряева;Инна;Lecturer;2;202
Безродный;Трофим;Lecturer;2;202
Зайцева;Яна;Professor;3;304
Моргунова;Татьяна;Student;1;100
Морозова;Ефросиния;Academic;4;405
Новичков;Аркадий;Lecturer;2;202
Карапетян;Тимофей;Lecturer;2;201
Андреюшкин;Ростислав;Academic;4;405
Успенский;Эрнст;Dean;5;508
Акинфеева;Оксана;Professor;3;305
Власьев;Антип;Student;1;101
Климушин;Харитон;Academic;4;406
Яшвили;Зоя;Dean;5;507
Конакова;Кира;Dean;5;507
Шулепин;Рюрик;Lecturer;2;203
Курневича;Нона;Academic;4;406
Тюрина;Любава;Professor;3;303
Ягункин;Герман;Academic;4;406
Просвирнина;Христина;Academic;4;406
Запорожеца;Валерия;Academic;4;406
Веретёнова;Марианна;Academic;4;407
Пузанова;Ангелина;Student;1;101
Татаринцева;﻿Агата;Student;1;101
Ковшевников;Ярослав;Student;1;101
Богданов;Петр;Lecturer;2;201
Кулакова;Анастасия;Dean;5;508
Михалицына;Ульяна;Professor;3;304
Колокольцов;Кондратий;Dean;5;507
Щеголихин;Адриан;Academic;4;405
Пашина;Антонина;Academic;4;406
Гаврилов;Михаил;Dean;5;508
Митрушичев;Станислав;Dean;5;508
Сычкин;Филимон;Dean;5;508
Суханова;Мирослава;Dean;5;508
Эмануиль;Николай;Dean;5;507
Сиянских;Владлен;Student;1;101
Буриличева;Мирослава;Dean;5;508
Аводков;Чеслав;Lecturer;2;202
Аксёнов;Олег;Dean;5;507
Висенин;﻿Август;Lecturer;2;201
Воликов;Евстигней;Academic;4;406
Астафьева;Юлия;Student;1;100
Панарина;Светлана;Academic;4;406
Сиякаева;Розалия;Student;1;100
Анюков;Феликс;Professor;3;303
Евтушенков;Кондратий;Professor;3;303
Русскиха;Кира;Dean;5;507
Халтурин;Арсений;Lecturer;2;202
Торсунова;Ярослава;Academic;4;406
Бабурин;Никанор;Dean;5;507
Остапюк;Виктор;Lecturer;2;203
Аспидов;Денис;Lecturer;2;202
Диденкова;Любава;Professor;3;303
Драчёва;Агния;Academic;4;405
Савкина;Арина;Student;1;101
Рясной;Лука;Student;1;100
Корепанов;Валентин;Student;1;101
Жаров;Адриан;Lecturer;2;203
Буданова;Диана;Dean;5;508
Снаткин;Модест;Academic;4;405
Бутикова;Кристина;Dean;5;507
Эйбоженко;Варфоломей;Lecturer;2;203
Низовцова;Стела;Dean;5;508
Янов;Никита;Student;1;101
Яшина;Софья;Academic;4;405
Гусляков;Давид;Student;1;101
Стаина;Фаина;Dean;5;507
Бобра;Эмилия;Dean;5;508
Андреюшкин;Рюрик;Student;1;100
Пондяков;Борис;Lecturer;2;202
Клименко;Алла;Academic;4;406
Рошет;Казимир;Student;1;101
Щепетинникова;Инга;Dean;5;508
Куприянова;Оксана;Professor;3;305
Сафиюлин;Гаврила;Dean;5;508
Ярлыков;Данила;Academic;4;406
Янсон;Макар;Professor;3;303
Курчатов;Нестор;Student;1;100
Раскатова;Изольда;Academic;4;406
Сязи;Милена;Academic;4;406
Невский;Адриан;Student;1;101
Марьина;Екатерина;Lecturer;2;201
Тихонова;Анфиса;Student;1;101
Есаулова;Марфа;Dean;5;507
Стрелков;Давид;Professor;3;303
Железнова;Валерия;Academic;4;405
Кимаска;Кира;Professor;3;305
Хмельнова;Ярослава;Lecturer;2;202
Усоев;Ярослав;Academic;4;406
Кутлыева;Лиана;Dean;5;507
Дуболазова;Валерия;Student;1;100
Юрнаев;Никон;Academic;4;405
Лобана;Татьяна;Lecturer;2;203
Михайличенко;Виссарион;Lecturer;2;202
Пашина;Роза;Lecturer;2;203
Агеева;Кира;Professor;3;303
Цуринова;Пелагея;Student;1;100
Попырина;Светлана;Professor;3;305
Будылин;Герман;Professor;3;304
Кольцова;Лариса;Lecturer;2;202
Комраков;Кир;Academic;4;405
Моргунова;Ефросиния;Dean;5;507
Желваков;Лавр;Lecturer;2;202
Кулигина;Мария;Professor;3;304
Квартирова;Лиана;Student;1;101
Рябцев;Тимофей;Student;1;101
Снегирёв;Прокл;Lecturer;2;202
Сиянский;Кондратий;Dean;5;507
Казьмина;Инна;Academic;4;405
Иванов;Глеб;Professor;3;304
Митрушичев;Елисей;Academic;4;405
Алехин;Савелий;Student;1;100
Дмитровский;Самсон;Professor;3;305
Каналина;Ярослава;Student;1;101
Эрнет;Евграф;Professor;3;303
Бердяева;Любовь;Academic;4;405
Андреюшкин;Кондратий;Lecturer;2;201
Абоймова;Раиса;Student;1;101
Лапухова;Милена;Academic;4;406
Батурина;Ольга;Dean;5;508
Каменева;Каролина;Professor;3;305
Кочубей;Соломон;Professor;3;304
Аглеев;Олег;Lecturer;2;202
Карташёва;Тамара;Student;1;101
Володина;Майя;Lecturer;2;202
Бажанова;Евгения;Student;1;101
Золотов;Глеб;Academic;4;407
Морошкин;Лев;Academic;4;406
Кадетов;Якуб;Lecturer;2;202
Курчин;Сергей;Professor;3;305
Тукай;Антонина;Academic;4;405
Шелагина;Анна;Dean;5;507
Шимякин;Виктор;Academic;4;405
Коньяков;Артур;Professor;3;304
Чувикова;Екатерина;Student;1;101
Бабинов;Феофан;Lecturer;2;202
Власьев;Афанасий;Dean;5;508
Толбугин;Агафон;Academic;4;405
Румянцева;Татьяна;Academic;4;406
Каца;Рената;Lecturer;2;202
Карамышева;Дарья;Lecturer;2;203
Логутенко;Иосиф;Academic;4;406
Эзрин;Ираклий;Academic;4;406
Витвинский;Ираклий;Lecturer;2;202
Мерзлов;Степан;Lecturer;2;201
Сиянский;Феофан;Dean;5;508
Апалков;Мартын;Student;1;100
Малышева;Инга;Lecturer;2;202
Старицкий;Ростислав;Dean;5;507
Кярбер;Александр;Academic;4;406
Чирков;Никон;Lecturer;2;201
Набадчиков;Олег;Dean;5;508
Мизенова;Кристина;Dean;5;507
Пушкин;Евграф;Professor;3;304
Бутикова;Тамара;Academic;4;406
Игошина;Эвелина;Student;1;101
Листунова;Владислава;Academic;4;405
Жернаков;Никифор;Student;1;100
Комолова;Александра;Lecturer;2;202
Воробьева;Вероника;Dean;5;508
Автухова;Пелагея;Professor;3;303
Бабышева;Оксана;Academic;4;405
Хабалов;Тимофей;Academic;4;405
Панарина;Таисия;Student;1;100
Кудрявцев;Карл;Dean;5;507
Никитин;Виссарион;Academic;4;406
Янкова;Яна;Professor;3;303
Вишняков;Матвей;Student;1;100
Толбаева;Агафья;Dean;5;508
Суходолина;Всеслава;Student;1;100
Каргин;Ефрем;Academic;4;406
Толмачёв;Семён;Professor;3;305
Гребенщиков;Иосиф;Professor;3;303
Примаков;Матвей;Professor;3;304
Кабацкий;Фока;Academic;4;405
Рыкова;Ефросинья;Dean;5;507
Сайбаталов;Дмитрий;Academic;4;407
Сагунова;Ефросинья;Student;1;100
Кораблин;Фома;Dean;5;508
Пономарёв;Соломон;Lecturer;2;202
Смольников;Лев;Student;1;100
Куваев;Вацлав;Professor;3;304
Зубарев;Мир;Dean;5;508
Янушкевич;Бронислав;Professor;3;304
Кимаска;Алиса;Lecturer;2;203
Яимова;Арина;Academic;4;405
Шамов;Андрон;Student;1;100
Гришко;Вячеслав;Student;1;101
Топоров;Афанасий;Academic;4;407
Кочнев;Всеслав;Student;1;100
Степанишин;Станислав;Academic;4;406
Жолдина;Эвелина;Dean;5;508
Виноградова;Тамара;Lecturer;2;203
Баженов;Ефрем;Academic;4;406
Унковский;Капитон;Dean;5;507
Кузикин;Самсон;Academic;4;406
Доронин;Федот;Student;1;101
Меншикова;Антонина;Academic;4;405
Бок;Капитон;Professor;3;303
Якшина;Эмма;Professor;3;304
Гроссман;Кондратий;Professor;3;305
Трошкин;Иван;Dean;5;508
Гуслякова;Валентина;Lecturer;2;202
Крутой;Евгения;Academic;4;406
Шамов;Лев;Dean;5;508
Беломестова;Ольга;Academic;4;405
Моргунова;Оксана;Professor;3;304
Глазкова;Ирина;Lecturer;2;202
Алленов;Якуб;Dean;5;507
Елагина;Евгения;Dean;5;507
Терещенко;Михаил;Lecturer;2;202
Журавлёва;Алла;Academic;4;405
Чичерина;Дарья;Student;1;100
Язева;Александра;Dean;5;508
Мамыкина;Владлена;Dean;5;507
Калюта;Зиновий;Dean;5;507
Нагиев;Михей;Academic;4;406
Клюшникова;Евгения;Student;1;100
Воликова;Алиса;Academic;4;406
Болтоногов;Святослав;Student;1;101
Фуриков;Демьян;Academic;4;406
Сомова;Полина;Lecturer;2;202
Багрова;Зоя;Lecturer;2;202
Архаткина;Алина;Dean;5;508
Яловкина;Анфиса;Lecturer;2;203
Кылымныка;Марианна;Academic;4;406
Сальников;Семён;Student;1;101
Эллинский;Адриан;Academic;4;406
Нюхалова;Майя;Academic;4;406
Финагин;Венедикт;Dean;5;508
Степашин;Бронислав;Academic;4;406
Иноземцева;Наталия;Student;1;101
Бочкарёв;Пахом;Professor;3;305
Ярлыкова;Вероника;Professor;3;304
Иванова;Эмма;Academic;4;406
Крымова;Пелагея;Student;1;101
Сай;Лиана;Lecturer;2;202
Колбенева;Анастасия;Student;1;101
Поздняков;Трофим;Professor;3;304
Другов;Пимен;Academic;4;406
Телицына;Майя;Student;1;101
Дудко;Георгий;Academic;4;406
Кривов;Савелий;Lecturer;2;203
Ёлшина;Марфа;Dean;5;508
Цур-Милен;Андриян;Academic;4;406
Аверьянов;Вениамин;Student;1;100
Денисова;Ольга;Dean;5;507
Барышникова;Влада;Professor;3;303
Марьина;Аза;Dean;5;507
Карасёва;Инга;Dean;5;508
Веселова;Антонина;Dean;5;508
Чурсунова;Ярослава;Student;1;100
Мармазов;Фадей;Dean;5;507
Ярилова;Алиса;Lecturer;2;202
Толмачёв;Зиновий;Academic;4;406
Дьячкова;Василиса;Lecturer;2;203
Андрюхина;Каролина;Academic;4;405
Черномырдин;Артём;Lecturer;2;203
Хамидуллина;Аза;Lecturer;2;202
Шаньгина;Полина;Lecturer;2;202
Каменских;Владислав;Professor;3;304
Яикбаев;Гавриил;Dean;5;507
Хорошавцев;Дементий;Professor;3;305
Барсова;Влада;Dean;5;507
Сияносов;Святослав;Student;1;101
Шкригунова;Софья;Student;1;101
Лашманова;Светлана;Student;1;100
Кондра;Полина;Professor;3;305
Шихина;Валерия;Lecturer;2;202
Зайков;Яков;Academic;4;406
Лепихова;Элеонора;Academic;4;405
Фомичёва;Раиса;Professor;3;304
Манина;Алина;Professor;3;304
Гачегова;Альбина;Student;1;100
Берестов;Семен;Student;1;100
Челпанова;Анна;Dean;5;508
Зефиров;Игорь;Dean;5;507
Фёдоров;Аким;Lecturer;2;203
Фурманов;Леонид;Lecturer;2;201
Яушкина;Анна;Lecturer;2;202
Железнов;Емельян;Dean;5;508
Якимовский;Валерий;Academic;4;406
Яушкин;Ким;Dean;5;507
Сахаровский;Поликарп;Academic;4;406
